f_Hz,I,Q
6.999200320000000000e+09,8.446295882572164571e-01,2.964444648070110877e-01
6.999207460000000000e+09,8.443119077219713997e-01,2.902081572559848111e-01
6.999214600000000000e+09,8.447610926798058140e-01,2.830076959848832341e-01
6.999221740000000000e+09,8.458098457111487001e-01,2.900917983828896207e-01
6.999228880000000000e+09,8.448244359370221668e-01,2.821968177963450342e-01
6.999236020000000000e+09,8.454577151142123048e-01,2.807282989763105752e-01
6.999243160000000000e+09,8.508410090352385158e-01,2.715445450395222449e-01
6.999250300000000000e+09,8.497616966080170364e-01,2.725417286989850196e-01
6.999257440000000000e+09,8.514531205390508672e-01,2.689878256971290904e-01
6.999264580000000000e+09,8.538835478224717779e-01,2.650801012290360248e-01
6.999271720000000000e+09,8.492568797086244015e-01,2.580521454499756784e-01
6.999278860000000000e+09,8.519804419703636000e-01,2.517728929314919650e-01
6.999286000000000000e+09,8.547068152109931205e-01,2.498651852617581881e-01
6.999293140000000000e+09,8.559289767259413706e-01,2.418140025737287035e-01
6.999300280000000000e+09,8.551597543472190255e-01,2.387719511976837961e-01
6.999307420000000000e+09,8.587210903909098247e-01,2.382719301101284548e-01
6.999314560000000000e+09,8.578112607675626444e-01,2.319718755724033965e-01
6.999321700000000000e+09,8.556695107257101807e-01,2.294458088047260924e-01
6.999328840000000000e+09,8.569177261371806464e-01,2.253289732450527993e-01
6.999335980000000000e+09,8.610494102815425821e-01,2.251317297368206627e-01
6.999343120000000000e+09,8.610005913730742755e-01,2.195386178005074296e-01
6.999350260000000000e+09,8.568834678202905675e-01,2.124752078673029232e-01
6.999357400000000000e+09,8.639587762804049609e-01,2.105515115142251037e-01
6.999364540000000000e+09,8.630131033163178644e-01,2.020888454246127508e-01
6.999371680000000000e+09,8.650281404971549293e-01,1.984334214130447915e-01
6.999378820000000000e+09,8.620678678633170167e-01,1.963295313806688036e-01
6.999385960000000000e+09,8.627057105167769135e-01,1.873690446134587961e-01
6.999393100000000000e+09,8.614726502501520722e-01,1.845775469092991172e-01
6.999400240000000000e+09,8.691929194656690116e-01,1.777152130691918297e-01
6.999407380000000000e+09,8.641250795247505945e-01,1.757498431000434902e-01
6.999414520000000000e+09,8.679696961983419667e-01,1.738728112816590177e-01
6.999421660000000000e+09,8.637785822695543958e-01,1.641295927669726706e-01
6.999428800000000000e+09,8.656373559405774465e-01,1.610428600186443182e-01
6.999435940000000000e+09,8.621594024686973778e-01,1.536832057576971722e-01
6.999443080000000000e+09,8.648825702471917287e-01,1.479930034200544198e-01
6.999450220000000000e+09,8.677134793311492844e-01,1.425601681715806812e-01
6.999457360000000000e+09,8.632891793847733419e-01,1.426046032879743630e-01
6.999464500000000000e+09,8.679302672380324601e-01,1.390045599813365951e-01
6.999471640000000000e+09,8.663971357761994785e-01,1.297495559480965344e-01
6.999478780000000000e+09,8.635123934535087198e-01,1.217716224940443154e-01
6.999485920000000000e+09,8.644124245430606646e-01,1.189494019583673123e-01
6.999493060000000000e+09,8.642472059624239922e-01,1.111187015896778207e-01
6.999500200000000000e+09,8.647469077376553903e-01,1.075477842737885270e-01
6.999507340000000000e+09,8.633814306554501439e-01,1.005920530313052924e-01
6.999514480000000000e+09,8.623301101015464765e-01,9.453946421089740038e-02
6.999521620000000000e+09,8.628254477408768830e-01,8.906692748517827662e-02
6.999528760000000000e+09,8.607452499050383121e-01,8.046540154604932271e-02
6.999535900000000000e+09,8.594940549809735320e-01,7.448467626791906160e-02
6.999543040000000000e+09,8.611553930410534852e-01,6.541422456121342988e-02
6.999550180000000000e+09,8.620952382727810059e-01,6.142779352949468558e-02
6.999557320000000000e+09,8.562417784699524193e-01,5.281039647622640804e-02
6.999564460000000000e+09,8.581656497915924886e-01,4.859511764592918531e-02
6.999571600000000000e+09,8.555972840904476628e-01,4.008168695883615462e-02
6.999578740000000000e+09,8.535548417708201940e-01,3.519209668606115143e-02
6.999585880000000000e+09,8.556937562446603751e-01,2.876616677060381613e-02
6.999593020000000000e+09,8.512860229561449721e-01,1.776408383451058559e-02
6.999600160000000000e+09,8.535035455515004310e-01,1.159423863282191963e-02
6.999607300000000000e+09,8.469717112599614017e-01,3.819784335942151381e-03
6.999614440000000000e+09,8.471588403995722327e-01,-4.484374728559511070e-04
6.999621580000000000e+09,8.436051614926948217e-01,-6.312436785013494575e-03
6.999628720000000000e+09,8.400337323736449813e-01,-1.594402584886948915e-02
6.999635860000000000e+09,8.399952596865948307e-01,-2.640817069190765781e-02
6.999643000000000000e+09,8.355712512802729863e-01,-3.098369154384167726e-02
6.999650140000000000e+09,8.339183084906269805e-01,-4.528996458664266006e-02
6.999657280000000000e+09,8.292025724937734932e-01,-4.775591662683182498e-02
6.999664420000000000e+09,8.234496008963207991e-01,-6.070550613012493102e-02
6.999671560000000000e+09,8.214631087741016691e-01,-7.373786634737562740e-02
6.999678700000000000e+09,8.175210800517573873e-01,-7.180520303828645534e-02
6.999685840000000000e+09,8.147686770149085156e-01,-8.302447010311155007e-02
6.999692980000000000e+09,8.061379122546470377e-01,-9.746014145344210344e-02
6.999700120000000000e+09,8.026127061561664222e-01,-1.044133504923966532e-01
6.999707260000000000e+09,7.936074122613556714e-01,-1.146703150021606971e-01
6.999714400000000000e+09,7.923080300845770640e-01,-1.236562475046208837e-01
6.999721540000000000e+09,7.823636582065035538e-01,-1.365689723003918055e-01
6.999728680000000000e+09,7.739752323498303443e-01,-1.448205535428454538e-01
6.999735820000000000e+09,7.700410031569409064e-01,-1.524793230772135133e-01
6.999742960000000000e+09,7.644212129300245184e-01,-1.630167457633813766e-01
6.999750100000000000e+09,7.506573934978837404e-01,-1.711837702332927591e-01
6.999757240000000000e+09,7.424382031848422159e-01,-1.835970100536146732e-01
6.999764380000000000e+09,7.334112138190341801e-01,-1.892639424639956658e-01
6.999771520000000000e+09,7.222602907530937255e-01,-2.056048595484012143e-01
6.999778660000000000e+09,7.141989598472394674e-01,-2.138399692689281761e-01
6.999785800000000000e+09,7.000057358952364028e-01,-2.283148552598499581e-01
6.999792940000000000e+09,6.875769033912509931e-01,-2.370089900500606250e-01
6.999800080000000000e+09,6.767643742827009756e-01,-2.417155031717115321e-01
6.999807220000000000e+09,6.598024725649416222e-01,-2.559229240080465040e-01
6.999814360000000000e+09,6.469931934669541640e-01,-2.623738115033125151e-01
6.999821500000000000e+09,6.280596593982047393e-01,-2.726196665817703368e-01
6.999828640000000000e+09,6.104786950858540617e-01,-2.832306125808941033e-01
6.999835780000000000e+09,5.911274774498618267e-01,-2.899798384872793733e-01
6.999842920000000000e+09,5.793856457292796414e-01,-2.978523106677522514e-01
6.999850060000000000e+09,5.548388133706819714e-01,-3.046299145167782885e-01
6.999857200000000000e+09,5.347253810260460538e-01,-3.081521046952822029e-01
6.999864340000000000e+09,5.118778205698983896e-01,-3.134035087196022085e-01
6.999871480000000000e+09,4.889222569097101956e-01,-3.198191134866710805e-01
6.999878620000000000e+09,4.643561377392217970e-01,-3.231956633950918145e-01
6.999885760000000000e+09,4.427705597974659901e-01,-3.221420782640366243e-01
6.999892900000000000e+09,4.106890716767521710e-01,-3.226823348462371510e-01
6.999900040000000000e+09,3.826769172464430935e-01,-3.184917690155336101e-01
6.999907180000000000e+09,3.561280891627012224e-01,-3.114361917218395615e-01
6.999914320000000000e+09,3.273293801766649636e-01,-3.092398730858862410e-01
6.999921460000000000e+09,3.030067980886658741e-01,-3.030140388766930926e-01
6.999928600000000000e+09,2.745450132334356641e-01,-2.930240147404848949e-01
6.999935740000000000e+09,2.424885264001234719e-01,-2.817451899197750964e-01
6.999942880000000000e+09,2.135164863152288761e-01,-2.667435143918379659e-01
6.999950020000000000e+09,1.881383943266521919e-01,-2.493480533259807008e-01
6.999957160000000000e+09,1.651458899135469227e-01,-2.280637360422844984e-01
6.999964300000000000e+09,1.315137789807430679e-01,-2.056345850447359735e-01
6.999971440000000000e+09,1.145768481609148459e-01,-1.784795639447689652e-01
6.999978580000000000e+09,8.962134570664152811e-02,-1.537858679127102335e-01
6.999985720000000000e+09,7.425781628794533851e-02,-1.244415679240973432e-01
6.999992860000000000e+09,5.282600649849742563e-02,-9.582925911528585028e-02
7.000000000000000000e+09,3.982203599112123238e-02,-5.802542987549182130e-02
7.000007140000000000e+09,2.555584240343404534e-02,-2.711790437168973278e-02
7.000014280000000000e+09,1.765939113487270673e-02,9.392449539715810869e-03
7.000021420000000000e+09,1.635078290298369250e-02,4.176804925374964783e-02
7.000028560000000000e+09,1.209888699156698617e-02,7.757623754555655060e-02
7.000035700000000000e+09,9.386544830749332310e-03,1.082476406226995369e-01
7.000042840000000000e+09,1.092632933626830165e-02,1.437347378176289936e-01
7.000049980000000000e+09,1.394912629244327885e-02,1.803878847421873099e-01
7.000057120000000000e+09,2.442670145256900863e-02,2.040747406475219849e-01
7.000064260000000000e+09,3.482439239694799099e-02,2.390748070295868055e-01
7.000071400000000000e+09,4.635522355505037467e-02,2.688022114574336041e-01
7.000078540000000000e+09,5.969838602828156371e-02,2.932852652971851271e-01
7.000085680000000000e+09,7.248896174990829278e-02,3.192711061069509193e-01
7.000092820000000000e+09,9.069336111932535527e-02,3.438033779955915192e-01
7.000099960000000000e+09,1.078608050030330501e-01,3.615901419126413829e-01
7.000107100000000000e+09,1.284360564234609814e-01,3.836412060297758608e-01
7.000114240000000000e+09,1.481115743064188583e-01,3.991247921285484002e-01
7.000121380000000000e+09,1.630535498953545326e-01,4.158807047824145675e-01
7.000128520000000000e+09,1.810092849722191588e-01,4.306949061206538643e-01
7.000135660000000000e+09,2.017489216001560892e-01,4.447686129724370274e-01
7.000142800000000000e+09,2.199994313636538801e-01,4.569559194054572671e-01
7.000149940000000000e+09,2.389581909198105203e-01,4.677585807406283713e-01
7.000157080000000000e+09,2.593569727898835109e-01,4.727791264265384652e-01
7.000164220000000000e+09,2.761470138126377871e-01,4.873470588376024315e-01
7.000171360000000000e+09,2.978722434635790450e-01,4.921279945121327382e-01
7.000178500000000000e+09,3.144967300966414747e-01,4.966587132040700125e-01
7.000185640000000000e+09,3.328290015256802903e-01,4.988774570956027721e-01
7.000192780000000000e+09,3.491385200234242148e-01,5.029762103693475872e-01
7.000199920000000000e+09,3.647554488672856698e-01,5.070155399602880308e-01
7.000207060000000000e+09,3.805357707266002198e-01,5.087286036906949471e-01
7.000214200000000000e+09,3.976868995317592859e-01,5.057615508367940826e-01
7.000221340000000000e+09,4.122984568783316095e-01,5.114281760612051642e-01
7.000228480000000000e+09,4.286038514249683740e-01,5.160379417868007357e-01
7.000235620000000000e+09,4.423768996557917443e-01,5.059259767110672046e-01
7.000242760000000000e+09,4.534272891901653946e-01,5.109513897702208096e-01
7.000249900000000000e+09,4.695776318570529795e-01,5.084618906367331936e-01
7.000257040000000000e+09,4.795850969843459821e-01,5.059034514748809164e-01
7.000264180000000000e+09,4.934131057494110517e-01,5.070458341428181193e-01
7.000271320000000000e+09,5.059932278141222595e-01,4.996105045477681195e-01
7.000278460000000000e+09,5.139413732360479381e-01,4.999153174697874569e-01
7.000285600000000000e+09,5.293729406632997625e-01,4.998943188597957388e-01
7.000292740000000000e+09,5.401920682055656453e-01,4.935870458594310284e-01
7.000299880000000000e+09,5.498906274033000807e-01,4.900484022887832691e-01
7.000307020000000000e+09,5.593051949166960579e-01,4.878945264604511722e-01
7.000314160000000000e+09,5.689983851145159477e-01,4.833517658806438799e-01
7.000321300000000000e+09,5.770426830638037963e-01,4.839226557855169086e-01
7.000328440000000000e+09,5.873784383244146090e-01,4.752476155012929082e-01
7.000335580000000000e+09,5.954197557792680895e-01,4.751742195121173018e-01
7.000342720000000000e+09,6.050133281528653484e-01,4.669908177370097335e-01
7.000349860000000000e+09,6.104368680240710443e-01,4.670494241313148942e-01
7.000357000000000000e+09,6.210536504406808378e-01,4.615053930971088070e-01
7.000364140000000000e+09,6.283398944407739828e-01,4.524033283098086722e-01
7.000371280000000000e+09,6.349860414488044391e-01,4.536483744671640506e-01
7.000378420000000000e+09,6.413618220770832545e-01,4.473760105305971679e-01
7.000385560000000000e+09,6.500815247123513663e-01,4.445336405534900392e-01
7.000392700000000000e+09,6.521595692184924964e-01,4.444627520995733660e-01
7.000399840000000000e+09,6.627062679027343473e-01,4.348352385727837777e-01
7.000406980000000000e+09,6.683616232757081388e-01,4.307704837286894239e-01
7.000414120000000000e+09,6.743346274969795884e-01,4.317197800807869856e-01
7.000421260000000000e+09,6.802371233239091763e-01,4.247976371210260838e-01
7.000428400000000000e+09,6.836839162988418428e-01,4.235270692364468403e-01
7.000435540000000000e+09,6.898185066613338190e-01,4.168214803886606812e-01
7.000442680000000000e+09,6.967903687636012311e-01,4.101439065151356589e-01
7.000449820000000000e+09,7.013957207201280131e-01,4.076290928175825279e-01
7.000456960000000000e+09,7.058118700967633830e-01,4.061089283390861837e-01
7.000464100000000000e+09,7.070857660927104549e-01,4.013407567822172006e-01
7.000471240000000000e+09,7.157639636261964311e-01,3.952442261266937984e-01
7.000478380000000000e+09,7.214643229279930070e-01,3.911924740870156292e-01
7.000485520000000000e+09,7.254506517690083589e-01,3.867250555558894298e-01
7.000492660000000000e+09,7.280788085489239281e-01,3.816470687851596932e-01
7.000499800000000000e+09,7.285540981732312460e-01,3.827048255076695993e-01
7.000506940000000000e+09,7.374962259675963416e-01,3.746621335255472807e-01
7.000514080000000000e+09,7.391459911344179234e-01,3.682542067735967706e-01
7.000521220000000000e+09,7.380967101873634473e-01,3.655509310625081332e-01
7.000528360000000000e+09,7.475333071191563317e-01,3.639967762841086474e-01
7.000535500000000000e+09,7.473114105038071164e-01,3.598137301790051423e-01
7.000542640000000000e+09,7.511231043189722234e-01,3.542245855884607608e-01
7.000549780000000000e+09,7.557731537211664907e-01,3.491648591950249902e-01
7.000556920000000000e+09,7.628255219724137115e-01,3.466423970817432698e-01
7.000564060000000000e+09,7.626892769279347561e-01,3.392269812626925174e-01
7.000571200000000000e+09,7.670399743818883120e-01,3.360879971571477665e-01
7.000578340000000000e+09,7.729802467956323753e-01,3.365257055050986379e-01
7.000585480000000000e+09,7.755807583080688294e-01,3.300369356403658472e-01
7.000592620000000000e+09,7.750190982734206369e-01,3.279545622680948291e-01
7.000599760000000000e+09,7.775031219846578745e-01,3.258714304568112730e-01
7.000606900000000000e+09,7.781544582469853699e-01,3.209061959564247224e-01
7.000614040000000000e+09,7.819093145766895514e-01,3.158382677933537219e-01
7.000621180000000000e+09,7.867051938594417093e-01,3.164186546411140166e-01
7.000628320000000000e+09,7.891385250839666465e-01,3.096836472161778597e-01
7.000635460000000000e+09,7.909985009462556782e-01,3.038706962194134831e-01
7.000642600000000000e+09,7.951389120399210420e-01,3.024148216932983080e-01
7.000649740000000000e+09,7.939180474149921674e-01,2.980785973370957409e-01
7.000656880000000000e+09,7.976080850472162531e-01,2.918308811387366197e-01
7.000664020000000000e+09,8.013858741177084521e-01,2.901121015128894087e-01
7.000671160000000000e+09,8.032421704381047523e-01,2.860140970246424774e-01
7.000678300000000000e+09,8.063151790127711660e-01,2.787213501043585007e-01
7.000685440000000000e+09,8.070171694422804132e-01,2.788406680285423489e-01
7.000692580000000000e+09,8.076060500646145002e-01,2.750631490537643886e-01
7.000699720000000000e+09,8.109042465861726612e-01,2.712132035502463623e-01
7.000706860000000000e+09,8.100842984838277916e-01,2.652204018704629740e-01
7.000714000000000000e+09,8.106761037013195947e-01,2.643800534659569434e-01
7.000721140000000000e+09,8.169390424525581063e-01,2.615529038346841029e-01
7.000728280000000000e+09,8.174484260635507260e-01,2.583874001268084974e-01
7.000735420000000000e+09,8.199160075041335149e-01,2.524042863893353195e-01
7.000742560000000000e+09,8.176048732759608750e-01,2.526182994774320290e-01
7.000749700000000000e+09,8.219326966282000102e-01,2.454147365477165055e-01
7.000756840000000000e+09,8.230885387537973941e-01,2.440673714323312316e-01
7.000763980000000000e+09,8.241487811870530367e-01,2.438410371871322369e-01
7.000771120000000000e+09,8.229206939542869081e-01,2.363811132969579343e-01
7.000778260000000000e+09,8.282799687396997790e-01,2.334179274583579322e-01
7.000785400000000000e+09,8.322296628846140853e-01,2.333540889118332351e-01
7.000792540000000000e+09,8.326495769665728242e-01,2.270533130375920472e-01
7.000799680000000000e+09,8.321062153099447745e-01,2.239432483983386790e-01
7.000806820000000000e+09,8.346676653162757864e-01,2.217349245311799055e-01
7.000813960000000000e+09,8.375698618037338283e-01,2.201786798007197565e-01
7.000821100000000000e+09,8.318645330693280604e-01,2.102491789561927726e-01
7.000828240000000000e+09,8.384363670488754749e-01,2.098474016296652533e-01
7.000835380000000000e+09,8.410435527998942895e-01,2.062657263593524193e-01
7.000842520000000000e+09,8.425654163680835751e-01,2.029068069870842983e-01
7.000849660000000000e+09,8.458195510169481679e-01,2.001941975093608217e-01
7.000856800000000000e+09,8.458786472648989196e-01,1.970546297637318922e-01
7.000863940000000000e+09,8.453982688504202425e-01,1.962377366851336125e-01
7.000871080000000000e+09,8.465163726419226986e-01,1.906500318405378314e-01
7.000878220000000000e+09,8.486008280108194857e-01,1.895936343808309887e-01
7.000885360000000000e+09,8.470385699352929176e-01,1.870464763586960899e-01
7.000892500000000000e+09,8.491034173978275756e-01,1.816214872304273698e-01
7.000899640000000000e+09,8.520396201773177136e-01,1.802918949012347616e-01
7.000906780000000000e+09,8.551626401804168776e-01,1.802981252576742466e-01
7.000913920000000000e+09,8.519275458353697816e-01,1.745343432524527061e-01
7.000921060000000000e+09,8.531257820570138373e-01,1.695114402430122069e-01
7.000928200000000000e+09,8.545746538368492740e-01,1.676393520865809839e-01
7.000935340000000000e+09,8.577982387212572668e-01,1.628631522011212140e-01
7.000942480000000000e+09,8.559647779701247128e-01,1.622714219747486974e-01
7.000949620000000000e+09,8.598575258971412616e-01,1.604714562382292542e-01
7.000956760000000000e+09,8.558591089202198798e-01,1.540312009932152115e-01
7.000963900000000000e+09,8.582745489633973879e-01,1.522906879889985021e-01
7.000971040000000000e+09,8.590854310434641317e-01,1.520154428781330669e-01
7.000978180000000000e+09,8.618712021162391324e-01,1.457567804998926575e-01
7.000985320000000000e+09,8.631867675310040955e-01,1.442013252380531241e-01
7.000992460000000000e+09,8.588573680275726208e-01,1.387785375825537904e-01
7.000999600000000000e+09,8.608083025219641637e-01,1.362610638572601951e-01
7.001006740000000000e+09,8.640571025318998233e-01,1.339615521377794660e-01
7.001013880000000000e+09,8.627937474084051983e-01,1.364448210513965476e-01
7.001021020000000000e+09,8.617771833281210325e-01,1.283674979680221317e-01
7.001028160000000000e+09,8.675933512741594855e-01,1.252286710770203204e-01
7.001035300000000000e+09,8.671824052301946306e-01,1.222746255146769656e-01
7.001042440000000000e+09,8.678428801592364961e-01,1.201915296127140514e-01
7.001049580000000000e+09,8.665519376580910205e-01,1.189654803207654404e-01
7.001056720000000000e+09,8.701915038183477558e-01,1.151725197622578273e-01
7.001063860000000000e+09,8.682692415993030766e-01,1.160579917020865132e-01
7.001071000000000000e+09,8.715425397657117212e-01,1.095275535396390415e-01
7.001078140000000000e+09,8.681120489138539620e-01,1.091610307372058997e-01
7.001085280000000000e+09,8.687982437512479228e-01,1.039944370904602594e-01
7.001092420000000000e+09,8.714726187687165115e-01,1.018353864425748795e-01
7.001099560000000000e+09,8.702012588877597876e-01,9.492853222990689510e-02
7.001106700000000000e+09,8.734855143508377662e-01,9.476130818614596218e-02
7.001113840000000000e+09,8.731697344462854282e-01,9.208530139594825470e-02
7.001120980000000000e+09,8.713050150412694483e-01,8.895301823096285476e-02
7.001128120000000000e+09,8.737847278371734250e-01,8.235676887478740604e-02
7.001135260000000000e+09,8.734113048605458562e-01,8.565512255235269157e-02
7.001142400000000000e+09,8.764073928555063953e-01,8.035857129122651876e-02
7.001149540000000000e+09,8.737596657346652362e-01,7.750327772970315443e-02
7.001156680000000000e+09,8.745828171656460093e-01,7.512307728441504351e-02
7.001163820000000000e+09,8.783075411526373166e-01,7.243861636782297775e-02
7.001170960000000000e+09,8.807738313251995965e-01,7.097758608174685457e-02
7.001178100000000000e+09,8.806940690377035308e-01,6.489710634683894253e-02
7.001185240000000000e+09,8.772098875705404142e-01,6.285994449665252559e-02
7.001192380000000000e+09,8.778966722989423044e-01,6.259313998442120330e-02
7.001199520000000000e+09,8.808896780989554642e-01,5.959978349188329444e-02
7.001206660000000000e+09,8.779261070018790081e-01,5.585886685819549391e-02
7.001213800000000000e+09,8.765630499879890625e-01,5.277464056798326919e-02
7.001220940000000000e+09,8.790789613390712631e-01,4.957055303177768796e-02
7.001228080000000000e+09,8.800665269211376263e-01,4.844619684543449017e-02
7.001235220000000000e+09,8.778124265496207723e-01,4.825436567856195708e-02
7.001242360000000000e+09,8.764745698856672984e-01,4.111320435276811375e-02
7.001249500000000000e+09,8.771790751980661494e-01,4.361868294073126956e-02
7.001256640000000000e+09,8.816582093053824121e-01,3.960901247171207118e-02
7.001263780000000000e+09,8.790748445891817253e-01,3.437031379571716533e-02
7.001270920000000000e+09,8.805626938527417735e-01,3.420370058846283062e-02
7.001278060000000000e+09,8.815139498231742143e-01,2.707310165158572854e-02
7.001285200000000000e+09,8.825603204952017222e-01,2.391509597661335695e-02
7.001292340000000000e+09,8.808753066220877948e-01,2.217793150420451637e-02
7.001299480000000000e+09,8.827555871816438193e-01,2.132310039318206091e-02
7.001306620000000000e+09,8.801811493306829215e-01,1.888265356587243149e-02
7.001313760000000000e+09,8.814311247499787560e-01,1.589978873858764741e-02
7.001320900000000000e+09,8.802892691949200099e-01,1.453117720084082069e-02
7.001328040000000000e+09,8.847755408016373391e-01,7.469879967082782360e-03
7.001335180000000000e+09,8.826221959653017812e-01,1.014428103310926858e-02
7.001342320000000000e+09,8.813526431162260755e-01,3.733855935755593571e-03
7.001349460000000000e+09,8.822720373433158292e-01,2.675054323382454555e-03
7.001356600000000000e+09,8.826695596175700986e-01,6.007208915601693414e-04
7.001363740000000000e+09,8.846410883144498749e-01,-3.451019897488931745e-03
7.001370880000000000e+09,8.801666869237299018e-01,-6.440358633141081424e-03
7.001378020000000000e+09,8.813924166347721911e-01,-8.265075922797605890e-03
7.001385160000000000e+09,8.828105196978017766e-01,-8.826157139276665994e-03
7.001392300000000000e+09,8.887223652588018830e-01,-1.016663702563719122e-02
7.001399440000000000e+09,8.856513193000719042e-01,-1.275736610615181392e-02
7.001406580000000000e+09,8.835905280282094765e-01,-1.840904544621952896e-02
7.001413720000000000e+09,8.853022342365873820e-01,-2.053248370966688496e-02
7.001420860000000000e+09,8.880493152602176865e-01,-2.331488726515563992e-02
7.001428000000000000e+09,8.835146359572459973e-01,-2.309353871763462560e-02
7.001435140000000000e+09,8.832885184960624914e-01,-3.058266147461983359e-02
7.001442280000000000e+09,8.864760601753101099e-01,-2.654101930750130470e-02
7.001449420000000000e+09,8.850630232100011874e-01,-3.249244593095439171e-02
7.001456560000000000e+09,8.854315722362661178e-01,-3.559032771998796307e-02
7.001463700000000000e+09,8.830784915051902439e-01,-3.584015664561128467e-02
7.001470840000000000e+09,8.879412304383557109e-01,-3.694499694294457043e-02
7.001477980000000000e+09,8.875018107431452696e-01,-4.081166324635922965e-02
7.001485120000000000e+09,8.851963051959036433e-01,-4.187339796031049055e-02
7.001492260000000000e+09,8.854068025417942689e-01,-4.618772649542478986e-02
7.001499400000000000e+09,8.799496032663879364e-01,-4.647026126980069449e-02
7.001506540000000000e+09,8.852375906709347708e-01,-4.890788605728120519e-02
7.001513680000000000e+09,8.835241978686736442e-01,-5.406144012968271129e-02
7.001520820000000000e+09,8.847227212148980335e-01,-5.344399068702070793e-02
7.001527960000000000e+09,8.851546260853980774e-01,-5.844853248906078935e-02
7.001535100000000000e+09,8.830342747883735965e-01,-6.105552171681125073e-02
7.001542240000000000e+09,8.802554493310362771e-01,-6.551930723632543030e-02
7.001549380000000000e+09,8.842841692097845874e-01,-6.669674707803856240e-02
7.001556520000000000e+09,8.819701605431704561e-01,-6.700265548100696467e-02
7.001563660000000000e+09,8.826895952344567808e-01,-7.361758608660667891e-02
7.001570800000000000e+09,8.820306134167348322e-01,-7.212338295052907189e-02
7.001577940000000000e+09,8.824387738506372925e-01,-7.515163457133179625e-02
7.001585080000000000e+09,8.783778539013250564e-01,-7.771590473241136998e-02
7.001592220000000000e+09,8.852984915403345756e-01,-8.510212681828992209e-02
7.001599360000000000e+09,8.832317620022948068e-01,-8.330972449581754147e-02
7.001606500000000000e+09,8.848011541320811579e-01,-8.421682325617700637e-02
7.001613640000000000e+09,8.863841798740417222e-01,-8.944539263751812019e-02
7.001620780000000000e+09,8.823087186356375344e-01,-9.014106951164205239e-02
7.001627920000000000e+09,8.784906316747924659e-01,-9.747611571798427132e-02
7.001635060000000000e+09,8.801326772540409848e-01,-9.377158027724828704e-02
7.001642200000000000e+09,8.793246024037735253e-01,-9.882976432868519068e-02
7.001649340000000000e+09,8.805456741363222317e-01,-9.814887613721846871e-02
7.001656480000000000e+09,8.815128204353873675e-01,-1.059600361398967266e-01
7.001663620000000000e+09,8.771463767199944028e-01,-1.032690073706017120e-01
7.001670760000000000e+09,8.816260908320644463e-01,-1.075027265702924589e-01
7.001677900000000000e+09,8.777040124399688725e-01,-1.077851953407366337e-01
7.001685040000000000e+09,8.810962743850639933e-01,-1.136196478814327504e-01
7.001692180000000000e+09,8.800526462186029075e-01,-1.153692590322326073e-01
7.001699320000000000e+09,8.794077509776234702e-01,-1.120078706946914943e-01
7.001706460000000000e+09,8.796456457988609534e-01,-1.205094377912541703e-01
7.001713600000000000e+09,8.784622605140917084e-01,-1.226146992561277793e-01
7.001720740000000000e+09,8.780603566203010191e-01,-1.241052906250608434e-01
7.001727880000000000e+09,8.756566996471480957e-01,-1.279431147615945064e-01
7.001735020000000000e+09,8.786933318128236081e-01,-1.258593618261223679e-01
7.001742160000000000e+09,8.821675196109982631e-01,-1.271289520615448421e-01
7.001749300000000000e+09,8.821548299588956032e-01,-1.343223367923952472e-01
7.001756440000000000e+09,8.805484142604154130e-01,-1.386977947481805029e-01
7.001763580000000000e+09,8.790209023313046988e-01,-1.352298579760796426e-01
7.001770720000000000e+09,8.759544685617762783e-01,-1.376816065345872753e-01
7.001777860000000000e+09,8.798846980379937399e-01,-1.405761528851674491e-01
7.001785000000000000e+09,8.765723749013980548e-01,-1.422240564352740266e-01
7.001792140000000000e+09,8.762260059450341920e-01,-1.485862774250847895e-01
7.001799280000000000e+09,8.754541501606726284e-01,-1.494989217327874487e-01
7.001806420000000000e+09,8.758871228887508131e-01,-1.542374191128109417e-01
7.001813560000000000e+09,8.744931374709873362e-01,-1.566093797146922151e-01
7.001820700000000000e+09,8.748501705650475468e-01,-1.541113026169620981e-01
7.001827840000000000e+09,8.724965293180677595e-01,-1.597143934917442387e-01
7.001834980000000000e+09,8.735602429506182931e-01,-1.561051092881613755e-01
7.001842120000000000e+09,8.785044011515400486e-01,-1.628062144368342679e-01
7.001849260000000000e+09,8.734337175189537117e-01,-1.665223957277328359e-01
7.001856400000000000e+09,8.727191254638448914e-01,-1.659294086723663575e-01
7.001863540000000000e+09,8.738786836346621456e-01,-1.662029608733607555e-01
7.001870680000000000e+09,8.738416381502567276e-01,-1.711102153934266623e-01
7.001877820000000000e+09,8.698033103293162371e-01,-1.767904559923188235e-01
7.001884960000000000e+09,8.712160009837353059e-01,-1.758845561152843073e-01
7.001892100000000000e+09,8.730603802381207146e-01,-1.761424802316584326e-01
7.001899240000000000e+09,8.713510755715421219e-01,-1.821440020149676930e-01
7.001906380000000000e+09,8.706369638601374472e-01,-1.849653872141652222e-01
7.001913520000000000e+09,8.730768519380828208e-01,-1.836425401056064055e-01
7.001920660000000000e+09,8.681831586625765595e-01,-1.876495922878423650e-01
7.001927800000000000e+09,8.692682314166753077e-01,-1.923854725369235907e-01
7.001934940000000000e+09,8.676208264464930764e-01,-1.931875200756309752e-01
